"*68.00.0000*","6/18/2001","0","6/18/2001","18-Jun-2001","","","4673","16","4673 days","10","7/9/2001","12","68.00.0000","68","68","56","56",".0056","57","57",".0057","","BOOT LAKE/WHALE LAKE","BT/WH","","","","","","","","","","","","mass cross-- individual parents unknownLocation: Fish room cabinet 1Box #6","","BOOT LAKE X WHALE LAKE","BT X WH","[indv-dead]","","","","[indv-dead]","complementation cross","","","",""
"*69.00.0000*","6/18/2001","0","6/18/2001","18-Jun-2001","","","4673","16","4673 days","10","7/9/2001","12","69.00.0000","69","69","55","55",".0055","57","57",".0057","","BEAR PAW LAKE/WHALE LAKE","BP/WH","","","","","","","","","","","","mass cross-- individual parents unknownNOT PRESENT","","BEAR PAW LAKE X WHALE LAKE","BP X WH","error","","","","error","complementation cross","","","",""
"*70.00.0000*","2/19/2002","0","2/19/2002","19-Feb-2002","","","4427","15","4427 days","2","3/12/2002","12","70.00.0000","70","70","58","58",".0058","58.0004","58","58.00.0004","","SILTCOOS","SLT","425","385","91 %","","","","","","","","","NOT PRESENT","","SILTCOOS ix","SLT ix","error","","","","error","stock - Siltcoos","100 %","100 %","",""
"*71.00.0000*","2/22/2002","0","2/22/2002","22-Feb-2002","","","4424","12","4424 days","2","3/15/2002","12","71.00.0000","71","71","58","58",".0058","58.0004","58","58.00.0004","","SILTCOOS","SLT","124","123","99 %","","","","","","","","","1 male and 1 femaleAll fish will be fixed on 23Feb02NOT PRESENT","","SILTCOOS ix","SLT ix","error","","","","error","In situ","100 %","100 %","",""
"*72.00.0000*","2/25/2002","0","2/25/2002","25-Feb-2002","","","4421","9","4421 days","2","3/18/2002","12","72.00.0000","72","72","58","58",".0058","58.0004","58","58.00.0004","","SILTCOOS","SLT","72","72","100 %","","","","","","","","","1 male and 1 femaleNOT PRESENT","","SILTCOOS ix","SLT ix","error","","","","error","In situ","100 %","100 %","",""
"*73.00.0000*","2/28/2002","0","2/28/2002","28-Feb-2002","","","4418","6","4418 days","2","3/21/2002","12","73.00.0000","73","73","58","58",".0058","58.0004","58","58.00.0004","","SILTCOOS","SLT","150","126","84 %","","","","","","","","","1 male and 1 femaleNOT PRESENT","","SILTCOOS ix","SLT ix","error","","","","error","In situ","100 %","100 %","",""
"*74.00.0000*","3/1/2002","0","3/1/2002","1-Mar-2002","","","4417","3","4417 days","1","3/22/2002","12","74.00.0000","74","74","58","58",".0058","58","58",".0058","","SILTCOOS","SLT","250","250","100 %","","","","","","","","","1 male and 4 femalesNOT PRESENT","","SILTCOOS ix","SLT ix","error","","","","error","In situ","100 %","100 %","",""
"*75.00.0000*","3/6/2002","0","3/6/2002","6-Mar-2002","","","4412","28","4412 days","1","3/27/2002","12","75.00.0000","75","75","58","58",".0058","58.0004","58","58.00.0004","","SILTCOOS","SLT","310","285","92 %","","","","","","","","","2 males and 2 femalesNOT PRESENT","","SILTCOOS ix","SLT ix","error","","","","error","","100 %","100 %","",""
"*76.00.0000*","3/11/2002","0","3/11/2002","11-Mar-2002","15:20","","4407","23","4407 days","1","4/1/2002","12","76.00.0000","76","76","58","58",".0058","58.0004","58","58.00.0004","","SILTCOOS","SLT","90","85","94 %","","","","","","","","","1 male and 1 femaleNOT PRESENT","","SILTCOOS ix","SLT ix","error","","","","error","In situ","100 %","100 %","",""
"*77.00.0000*","3/12/2002","0","3/12/2002","12-Mar-2002","10:15","","4406","22","4406 days","1","4/2/2002","12","77.00.0000","77","77","58","58",".0058","58.0004","58","58.00.0004","","SILTCOOS","SLT","117","102","87 %","","","","","","","","","1 male and 1 femaleNOT PRESENT","","SILTCOOS ix","SLT ix","error","","","","error","stock - Siltcoos","100 %","100 %","",""
"*78.00.0000*","3/14/2002","0","1/19/2002","19-Jan-2002","13:10","","4458","15","4458 days","3","2/9/2002","12","78.00.0000","78","78","58","58",".0058","58.0004","58","58.00.0004","","SILTCOOS","SLT","182","170","93 %","","","","","","","","","Mike Bell Cross #4NOT PRESENT","","SILTCOOS ix","SLT ix","error","","","","error","stock - Siltcoos","100 %","100 %","",""
"*79.00.0000*","3/15/2002","0","3/15/2002","15-Mar-2002","15:15","","4403","19","4403 days","1","4/5/2002","12","79.00.0000","79","79","58","58",".0058","58.0005","58","58.00.0005","","SILTCOOS","SLT","166","165","99 %","","","","","","","","","1 male and 1 femaleNOT PRESENT","","SILTCOOS ix","SLT ix","error","","","","error","alcian","100 %","100 %","",""
"*80.00.0000*","3/19/2002","0","3/19/2002","19-Mar-2002","13:30","","4399","15","4399 days","1","4/9/2002","12","80.00.0000","80","80","58","58",".0058","58.0005","58","58.00.0005","","SILTCOOS","SLT","122","119","98 %","","","","","","","","","1 male and 1 femaleNOT PRESENT","","SILTCOOS ix","SLT ix","[indv-dead]","","","","[indv-dead]","stock - Siltcoos","100 %","100 %","",""
"*81.00.0000*","3/21/2002","0","3/21/2002","21-Mar-2002","16:40","","4397","13","4397 days","1","4/11/2002","12","81.00.0000","81","81","54.0001","54","54.00.0001","55.0001","55","55.00.0001","","BEAR PAW LAKE/RABBIT SLOUGH","BP/RS","183","179","98 %","","","","","","","","","NOT PRESENT","","BEAR PAW LAKE X RABBIT SLOUGH","BP X RS","error","","","","error","F1 QTL; Bear Paw by RS","100 %","100 %","",""
"*82.00.0000*","3/22/2002","0","3/22/2002","22-Mar-2002","11:30","","4396","12","4396 days","1","4/12/2002","12","82.00.0000","82","82","55.0002","55","55.00.0002","55.0001","55","55.00.0001","","BEAR PAW LAKE","BP","148","139","94 %","","","","","","","","","Location: Fish room cabinet 1Box #6","","BEAR PAW LAKE ix","BP ix","[indv-dead]","","","","[indv-dead]","stock - Bear Paw Lake","100 %","100 %","",""
"*83.00.0000*","3/22/2002","0","3/22/2002","22-Mar-2002","11:30","","4396","12","4396 days","1","4/12/2002","12","83.00.0000","83","83","55.0003","55","55.00.0003","55.0001","55","55.00.0001","","BEAR PAW LAKE","BP","106","102","96 %","","","","","","","","","NOT PRESENT","","BEAR PAW LAKE ix","BP ix","error","","","","error","stock - Bear Paw Lake","100 %","100 %","",""
"*84.00.0000*","3/23/2002","0","3/23/2002","23-Mar-2002","10:45","","4395","11","4395 days","1","4/13/2002","12","84.00.0000","84","84","58","58",".0058","58.0005","58","58.00.0005","","SILTCOOS","SLT","86","84","98 %","","","","","","","","","NOT PRESENT","","SILTCOOS ix","SLT ix","error","","","","error","stock - Siltcoos","100 %","100 %","",""
"*85.00.0000*","3/24/2002","0","3/24/2002","24-Mar-2002","12:15","","4394","10","4394 days","1","4/14/2002","12","85.00.0000","85","85","55.0004","55","55.00.0004","55.0001","55","55.00.0001","","BEAR PAW LAKE","BP","102","97","95 %","","","","","","","","","Cresko Storage Closet Shelf 3 Box 0Stained1 Fish in JarLocation: Fish room cabinet 1Box #6","","BEAR PAW LAKE ix","BP ix","[indv-dead]","","","","[indv-dead]","stock - Bear Paw Lake","100 %","100 %","",""
"*86.00.0000*","3/24/2002","0","3/24/2002","24-Mar-2002","13:00","","4394","10","4394 days","1","4/14/2002","12","86.00.0000","86","86","56.0001","56","56.00.0001","56.0003","56","56.00.0003","","BOOT LAKE","BT","37","37","100 %","","","","","","","","","NOT PRESENT","","BOOT LAKE ix","BT ix","error","","","","error","stock - Boot Lake","100 %","100 %","",""
"*87.00.0000*","3/24/2002","0","3/24/2002","24-Mar-2002","13:05","","4394","10","4394 days","1","4/14/2002","12","87.00.0000","87","87","56.0002","56","56.00.0002","56.0003","56","56.00.0003","","BOOT LAKE","BT","75","73","97 %","","","","","","","","","Location: Fish room cabinet 1Box #7a","","BOOT LAKE ix","BT ix","[indv-dead]","","","","[indv-dead]","stock - Boot Lake","100 %","100 %","",""
"*88.00.0000*","3/25/2002","0","3/25/2002","25-Mar-2002","10:40","","4393","9","4393 days","1","4/15/2002","12","88.00.0000","88","88","27.0005","27","27.00.0005","27.0006","27","27.00.0006","","BOOT LAKE/RABBIT SLOUGH","BT/RS","151","144","95 %","","","","","","","","","NOT PRESENT","","BOOT LAKE/RABBIT SLOUGH ix","BT/RS ix","error","","","","error","F2 QTL; Boot by RS","100 %","100 %","",""
"*89.00.0000*","3/25/2002","0","3/25/2002","25-Mar-2002","10:55","","4393","9","4393 days","1","4/15/2002","12","89.00.0000","89","89","56.0004","56","56.00.0004","56.0003","56","56.00.0003","","BOOT LAKE","BT","71","67","94 %","","","","","","","","","NOT PRESENT","","BOOT LAKE ix","BT ix","error","","","","error","stock - Boot Lake","100 %","100 %","",""
"*90.00.0000*","3/25/2002","0","3/25/2002","25-Mar-2002","11:05","","4393","9","4393 days","1","4/15/2002","12","90.00.0000","90","90","54.0002","54","54.00.0002","56.0003","56","56.00.0003","","BOOT LAKE/RABBIT SLOUGH","BT/RS","175","164","94 %","","","","","","","","","Mike Bell Cross #4Location: Fish room cabinet 1Box #7a25 Fish in Jar","","BOOT LAKE X RABBIT SLOUGH","BT X RS","[grps-dead] [indv-dead]","","","[grps-dead]","[indv-dead]","F1 QTL; Boot by RS","100 %","100 %","",""
"*91.00.0000*","3/25/2002","0","3/25/2002","25-Mar-2002","11:40","","4393","9","4393 days","1","4/15/2002","12","91.00.0000","91","91","54.0003","54","54.00.0003","57.0001","57","57.00.0001","","RABBIT SLOUGH/WHALE LAKE","RS/WH","110","62","56 %","","","","","","","","","NOT PRESENT","","RABBIT SLOUGH X WHALE LAKE","RS X WH","error","","","","error","F1 QTL; Whale by RS","100 %","100 %","",""
"*92.00.0000*","3/25/2002","0","3/25/2002","25-Mar-2002","14:55","","4393","9","4393 days","1","4/15/2002","12","92.00.0000","92","92","58","58",".0058","58.0005","58","58.00.0005","","SILTCOOS","SLT","151","143","95 %","","","","","","","","","1 male and 1 femaleNOT PRESENT","","SILTCOOS ix","SLT ix","error","","","","error","stock - Siltcoos","100 %","100 %","",""
"*93.00.0000*","3/26/2002","0","3/26/2002","26-Mar-2002","18:45","","4392","8","4392 days","1","4/16/2002","12","93.00.0000","93","93","54.0004","54","54.00.0004","55.0001","55","55.00.0001","","BEAR PAW LAKE/RABBIT SLOUGH","BP/RS","134","116","87 %","","","","","","","","","Location: Fish room cabinet 1Box #7a","","BEAR PAW LAKE X RABBIT SLOUGH","BP X RS","[grps-dead] [indv-dead]","","","[grps-dead]","[indv-dead]","F1 QTL; Bear Paw by RS","100 %","100 %","",""
"*94.00.0000*","3/26/2002","0","3/26/2002","26-Mar-2002","18:45","","4392","8","4392 days","1","4/16/2002","12","94.00.0000","94","94","54.0005","54","54.00.0005","55.0001","55","55.00.0001","","BEAR PAW LAKE/RABBIT SLOUGH","BP/RS","128","109","85 %","","","","","","","","","Location: Fish room cabinet 1Box #7a","","BEAR PAW LAKE X RABBIT SLOUGH","BP X RS","[grps-dead] [indv-dead]","","","[grps-dead]","[indv-dead]","F1 QTL; Bear Paw by RS","100 %","100 %","",""
"*95.00.0000*","3/28/2002","0","3/28/2002","28-Mar-2002","10:35","","4390","6","4390 days","1","4/18/2002","12","95.00.0000","95","95","54.0006","54","54.00.0006","57.0001","57","57.00.0001","","RABBIT SLOUGH/WHALE LAKE","RS/WH","158","151","96 %","","","","","","","","","Location: Fish room cabinet 1Box #7a","","RABBIT SLOUGH X WHALE LAKE","RS X WH","[grps-dead] [indv-dead]","","","[grps-dead]","[indv-dead]","F1 QTL; Whale by RS","100 %","100 %","",""
"*96.00.0000*","3/28/2002","0","3/28/2002","28-Mar-2002","14:55","","4390","6","4390 days","1","4/18/2002","12","96.00.0000","96","96","56.0006","56","56.00.0006","56.0003","56","56.00.0003","","BOOT LAKE","BT","85","85","100 %","","","","","","","","","NOT PRESENT","","BOOT LAKE ix","BT ix","error","","","","error","stock - Bear Paw Lake","100 %","100 %","",""
"*97.00.0000*","3/28/2002","0","3/28/2002","28-Mar-2002","15:00","","4390","6","4390 days","1","4/18/2002","12","97.00.0000","97","97","56.0007","56","56.00.0007","56.0003","56","56.00.0003","","BOOT LAKE","BT","79","73","92 %","","","","","","","","","NOT PRESENT","","BOOT LAKE ix","BT ix","error","","","","error","stock - Boot Lake","100 %","100 %","",""
"*98.00.0000*","3/29/2002","0","3/29/2002","29-Mar-2002","13:15","","4389","5","4389 days","1","4/19/2002","12","98.00.0000","98","98","55.0005","55","55.00.0005","55.0006","55","55.00.0006","","BEAR PAW LAKE","BP","62","59","95 %","","","","","","","","","Location: Fish room cabinet 1Box #7a","","BEAR PAW LAKE ix","BP ix","[indv-dead]","","","","[indv-dead]","stock - Bear Paw Lake","100 %","100 %","",""
"*99.00.0000*","3/30/2002","0","3/30/2002","30-Mar-2002","10:45","","4388","4","4388 days","1","4/20/2002","12","99.00.0000","99","99","55.0003","55","55.00.0003","55.0006","55","55.00.0006","","BEAR PAW LAKE","BP","92","91","99 %","","","","","","","","","StainedLocation: Fish room cabinet 1Box #7a","","BEAR PAW LAKE ix","BP ix","[indv-dead]","","","","[indv-dead]","stock - Bear Paw Lake","100 %","100 %","",""
"*100.00.0000*","3/30/2002","0","3/30/2002","30-Mar-2002","10:55","","4388","4","4388 days","1","4/20/2002","12","100.00.0000","100","100","56","56",".0056","56.0003","56","56.00.0003","","BOOT LAKE","BT","194","191","98 %","","","","","","","","","Location: Fish room cabinet 1Box #7a","","BOOT LAKE ix","BT ix","[indv-dead]","","","","[indv-dead]","stock - Boot Lake","100 %","100 %","",""
"*101.00.0000*","3/31/2002","0","3/31/2002","31-Mar-2002","","","4387","3","4387 days","1","4/21/2002","12","101.00.0000","101","101","6.0003","6","6.00.0003","6.0002","6","6.00.0002","","BEAR PAW LAKE/RABBIT SLOUGH","BP/RS","42","37","88 %","","","","","","","","","NOT PRESENT","","BEAR PAW LAKE/RABBIT SLOUGH ix","BP/RS ix","error","","","","error","F2 QTL; Bear Paw by RS","100 %","100 %","",""
"*102.00.0000*","4/1/2002","0","4/1/2002","1-Apr-2002","12:30","","4386","3","4386 days","0","4/22/2002","12","102.00.0000","102","102","23.0001","23","23.00.0001","23.0002","23","23.00.0002","","RABBIT SLOUGH/WHALE LAKE","RS/WH","105","97","92 %","","","","","","","","","NOT PRESENT","","RABBIT SLOUGH/WHALE LAKE ix","RS/WH ix","[indv-dead]","","","","[indv-dead]","F2 QTL; Whale by RS","100 %","100 %","",""
"*103.00.0000*","4/1/2002","0","4/1/2002","1-Apr-2002","14:00","","4386","3","4386 days","0","4/22/2002","12","103.00.0000","103","103","56.0008","56","56.00.0008","56.0003","56","56.00.0003","","BOOT LAKE","BT","68","67","99 %","","","","","","","","","NOT PRESENT","","BOOT LAKE ix","BT ix","error","","","","error","stock - Boot Lake","100 %","100 %","",""
"*104.00.0000*","4/1/2002","0","4/1/2002","1-Apr-2002","14:25","","4386","3","4386 days","0","4/22/2002","12","104.00.0000","104","104","54.0007","54","54.00.0007","56.0009","56","56.00.0009","","BOOT LAKE/RABBIT SLOUGH","BT/RS","155","128","83 %","","","","","","","","","NOT PRESENT","","BOOT LAKE X RABBIT SLOUGH","BT X RS","[grps-dead] [indv-dead]","","","[grps-dead]","[indv-dead]","F1 QTL; Boot by RS","100 %","100 %","",""
"*105.00.0000*","4/1/2002","0","4/1/2002","1-Apr-2002","14:30","","4386","3","4386 days","0","4/22/2002","12","105.00.0000","105","105","54.0008","54","54.00.0008","57","57",".0057","","RABBIT SLOUGH/WHALE LAKE","RS/WH","104","102","98 %","","","","","","","","","StainedLocation: Fish room cabinet 1Box #8","","RABBIT SLOUGH X WHALE LAKE","RS X WH","[grps-dead] [indv-dead]","","","[grps-dead]","[indv-dead]","F1 QTL; Whale by RS","100 %","100 %","",""
"*106.00.0000*","4/2/2002","0","4/2/2002","2-Apr-2002","10:45","","4385","2","4385 days","0","4/23/2002","12","106.00.0000","106","106","58","58",".0058","58.0005","58","58.00.0005","","SILTCOOS","SLT","222","194","87 %","","","","","","","","","1 male and 2 femalesLocation: Fish room cabinet 1Box #8","","SILTCOOS ix","SLT ix","[grps-dead] [indv-dead]","","","[grps-dead]","[indv-dead]","stock - Siltcoos","100 %","100 %","",""
"*107.00.0000*","4/2/2002","0","4/2/2002","2-Apr-2002","11:00","","4385","2","4385 days","0","4/23/2002","12","107.00.0000","107","107","56","56",".0056","56.0009","56","56.00.0009","","BOOT LAKE","BT","143","137","96 %","","","","","","","","","Location: Fish room cabinet 1Box #8","","BOOT LAKE ix","BT ix","[indv-dead]","","","","[indv-dead]","stock - Boot Lake","100 %","100 %","",""
"*108.00.0000*","4/3/2002","0","4/3/2002","3-Apr-2002","9:00","","4384","1","4384 days","0","4/24/2002","12","108.00.0000","108","108","27.0005","27","27.00.0005","27.0006","27","27.00.0006","","BOOT LAKE/RABBIT SLOUGH","BT/RS","81","79","98 %","","","","","","","","","NOT PRESENT","","BOOT LAKE/RABBIT SLOUGH ix","BT/RS ix","error","","","","error","F2 QTL; Boot by RS","100 %","100 %","",""
"*109.00.0000*","4/3/2002","0","4/3/2002","3-Apr-2002","9:20","","4384","1","4384 days","0","4/24/2002","12","109.00.0000","109","109","56","56",".0056","56.0009","56","56.00.0009","","BOOT LAKE","BT","184","181","98 %","","","","","","","","","3 females;  f56.0011. f56.0012, f56.0013StainedNOT PRESENTCresko Storage Closet Shelf 3 Box 1","","BOOT LAKE ix","BT ix","error","","","","error","stock - Boot Lake","100 %","100 %","",""
"*110.00.0000*","4/4/2002","0","4/4/2002","4-Apr-2002","15:00","","4383","0","4383 days","0","4/25/2002","12","110.00.0000","110","110","56.0001","56","56.00.0001","56.0009","56","56.00.0009","","BOOT LAKE","BT","64","58","91 %","","","","","","","","","NOT PRESENT","","BOOT LAKE ix","BT ix","error","","","","error","stock - Boot Lake","100 %","100 %","",""
"*111.00.0000*","4/4/2002","0","4/4/2002","4-Apr-2002","15:25","","4383","0","4383 days","0","4/25/2002","12","111.00.0000","111","111","58","58",".0058","58.0005","58","58.00.0005","","SILTCOOS","SLT","90","83","92 %","","","","","","","","","1 male and 1 femaleStainedLocation: Fish room cabinet 1Box #8","","SILTCOOS ix","SLT ix","[indv-dead]","","","","[indv-dead]","stock - Siltcoos","100 %","100 %","",""
"*114.00.0000*","4/5/2002","0","4/5/2002","5-Apr-2002","16:15","","4382","29","4382 days","0","4/26/2002","12","114.00.0000","114","114","6.0002","6","6.00.0002","6.0004","6","6.00.0004","","BEAR PAW LAKE/RABBIT SLOUGH","BP/RS","49","47","96 %","","","","","","","0","","NOT PRESENT","","BEAR PAW LAKE/RABBIT SLOUGH ix","BP/RS ix","error","","","","error","F2 QTL; Bear Paw by RS","100 %","100 %","",""
"*115.00.0000*","4/6/2002","0","4/6/2002","6-Apr-2002","15:00","","4381","28","4381 days","0","4/27/2002","12","115.00.0000","115","115","23.0003","23","23.00.0003","23.0004","23","23.00.0004","","RABBIT SLOUGH/WHALE LAKE","RS/WH","113","33","29 %","","","","","","","","","NOT PRESENT","","RABBIT SLOUGH/WHALE LAKE ix","RS/WH ix","error","","","","error","F2 QTL; Whale by RS","100 %","100 %","",""
"*116.00.0000*","4/6/2002","0","4/6/2002","6-Apr-2002","14:35","","4381","28","4381 days","0","4/27/2002","12","116.00.0000","116","116","55.0004","55","55.00.0004","55.0006","55","55.00.0006","","BEAR PAW LAKE","BP","126","114","90 %","","","","","","","","","StainedLocation: Fish room cabinet 1Box #8","","BEAR PAW LAKE ix","BP ix","[indv-dead]","","","","[indv-dead]","stock - Bear Paw Lake","100 %","100 %","",""
"*117.00.0000*","4/6/2002","0","4/6/2002","6-Apr-2002","14:35","","4381","28","4381 days","0","4/27/2002","12","117.00.0000","117","117","55.0005","55","55.00.0005","55.0006","55","55.00.0006","","BEAR PAW LAKE","BP","114","111","97 %","","","","","","","","","NOT PRESENT","","BEAR PAW LAKE ix","BP ix","error","","","","error","stock - Bear Paw Lake","100 %","100 %","",""
